caption,topic
"I don't think so, sir!",3
You looked like a demon!,69
"Before you pick your nose, “Checkmate ! “",55
"Technically, it's not an illegal move if you do it for Trump.",-1
I adjourn your end game.,10
Don’t act so surprised. All politicians are used to playing with death.,-1
"No one, NO ONE beats me!",21
"You fool, haven’t you learned anything? No matter how you play, I always win in the end.",4
Bobby Fischer you're not.,68
"Who me ? No,I'd never try to cheat death.",0
"Think very carefully before you make that move!
I have been told I an a sore loser!",25
"Check mate, reap that!",3
"And mate. I get two more years, but my wife doesn't know. That was the deal.",35
"Checkmate. Guess I play first in chess,too.",2
I think you know that f8 is inevitable.,-1
And you thought I was just stalling.,-1
We all have bidets now.,-1
"Go fish! Wait, what game were we playing?",4
No need for a postmortem I guess.,37
Who's the knucklehead now?,87
Now to just beat taxes,5
A soul loser,50
Same time next century?,-1
There! Now get me the hell out of here before QAnon is running the country!,88
Death Gambit Declined.,45
Have you ever danced with the devil in the pale moonlight,44
"Chill, mate, I’m just checking on you.",3
By this scene in the film Death felt a odd foreboding about the updated Disney remake.,37
Your next move could be your last.,19
"Health eternal, the Dow 50,000 and my third wish is that you bring the Dodgers back to Brooklyn.",70
"No, mister, YOU are doomed!!",-1
The Queen's COVID Gambit won't work anymore!,24
Laugh well for it may be your last.,71
Let’s fight to the……er….finish.,10
I think you're a little paranoid about people cheating you,0
Are you absolutely positively sure you want to make this move?,25
"“Got you in Check again, Mr. Reaper!”

 “Sigh, this game is going to be the me of me.”",36
"Sudden death, MY BUTT",20
"Checkmate! Come back when you've improved your endgame.""",31
"Oh, come on. This can't be the first time time you've lost .",1
Checkmate! You owe me $5!,-1
"Ukraine wins, Bubba -- just do it!",88
"I am surprised, I would’ve thought you were familiar with the reaper’s gambit",45
"If I checkmate you, what are the theological implications for the world's population?",69
"Nice move, you deserve a victory kiss.",43
"Checkmate!”
“Check, mate.",9
And how's your endgame?,10
"Look into this abyss and say, checkmate!",82
Or not.,57
"Ha, cheated you once again!",0
"Good move, but it really doesn't matter if you checkmate me",38
Now it's my turn to ferry you across the River Styx.,-1
"Grim, you need to work on your endgame.",10
Checkmate! You're dead Mr. Grim Reaper!,86
"Remember, we were playing strip chess!",2
"Checkmate! Now you can take that silly hood off, Larry.",14
No way!  Not going two out of three!,23
"Never saw it coming, did ya?",26
Ha! You forgot about my booster shot.,17
"Is now a good time to tell you I've seen ""The Seventh Seal""?",22
Metempsychosis wins !,1
And I say it's not over: Check Mate!,51
Yeah? Try putting your finger on my queen.,6
I have you in check death,11
"But Grim, there is no sudden death in chess.",2
Consider moving knight to G6 very carefully,33
See you in seventy years?,35
Checkmate! How does it feel?!!!,-1
king me bitch,7
You can’t just kill my king.,7
Let's Go Grim Reaper!,36
You should never play the Sicilian Defense when death is on the line.,73
"So you don't like checkmate, either. In any case, my finger is still on the piece!",12
Who you can't beat Death,21
"I’m still reaping your soul, Jerry.",50
"Man, I haven’t played with Death like this since the 70s!",37
Checkmate! No I don't think so.....,9
Title this the Dark Knight Falls,33
Check and Mate! ...but I guess you still win.,-1
''Checkmate...I live...YOU die'',11
HAA!     I really Gotcha this time!,57
Take my king and it will be your last move,7
"Bad luck for you, my mom dragged me to an Ingmar Bergman festival when I was 12, so I know all your little tricks!”",16
Your mistake.,-1
"I bet you didn't see my Antonius Block offense now, did you?",-1
Looks like I'm taking a rain checkmate.,-1
Ha!  Maybe you should have gotten Igmar Bergman to play for you!,16
We all lose; don’t look so grim.,29
Fiddlestyx!,44
I got you first!,57
Let's keep playing more rounds; hopefully you'll forget why you're here.,-1
"You said 'Sudden Death Rules' eh?

""Been there, done that",20
Checkmate!  You know the rules - off comes the hood!,14
I was praying that you would have a senior moment!,32
They never expect the King’s Gambit,24
Gary cheats Death.,0
"It's not just kill, kill, kill.  I'm not sure you'll ever understand promotion.",-1
"Backatcha, Ingmar!",52
"Breaking: Conan O'Brian signed for Netflix's remake of THE SEVENTH SEAL. Different, ""happy ending"" a possibility, says studio chief.",22
You’ll wish you’d played more slowly.,4
"See, I told you, if you had let me live I would have been the world champion.",1
Let me give you a few insights on your endgame.,10
That's the spirit!,4
Now why would you think I'd cheat you?,0
Undefeated no more!,-1
"Here, take my king. Face it, I'm too big to fail.",7
You sure that’s your move?,25
"You can give me the finger all you want, but I still won! Checkmate!",12
"Hah! And I cheated, too!",0
You captured the King...but I captured you.,7
You can't keep cheating death this way steve,0
The third brother sucked at chess,2
He didn’t win the game but his execution was flawless.,90
Who would have thought I’d ever put Bobby Fischer in checkmate?,68
"He learned the hard way, ""You can't Cheat Death!""",0
"I just want to say in the nicest way checkmate!
Frank Buckley 
Andover MA",79
no fucKING way.,57
I cheated death!,0
Lift your finger and that sacrifice becomes permanent.,77
Look! I'll sacrifice my bishop if you let me vote in the mid-terms!,28
"Allright, enough, you win with Inevitabilities Gambit.",45
"Hey Hun, ever thought about being your own boss?",-1
Gotcha! Reaper's gambit!,45
Not so fast. I call two out of three.,23
Did you know Checkmate means Death to the King?,80
Gotta run.  I have an appointment with the IRS.,5
"Knock-knock. Who's there? Death. Death who?
Death gets his ass kicked by an amateur chess player!",2
Ain't gonna be no rematch.,59
This game never ends well,10
"You lose, I win!",1
Ha! Your game sure has slipped since your glory days in The Seventh Seal!,22
Checkmate!,15
Let me introduce you to my King!,7
You didn't calculate that I quit social media in 2016,-1
Checkmate. I live. You collect Putin's soul,65
Bad posture is destroying the quality of your suffering.,-1
Checkmate!  Ingmar Bergman's knight couldn't play as well as me!,16
Don’t be a grumpy Reaper.,36
And now my one wish is for you to do a dance with me for my TikTok channel.,-1
How about we play a game of Life next”,4
"‘Nice work Carl, you win again. Same time next Thursday?’",0
That settles it. We just go to Hell's kitchen.,32
"When you say, “This game is going to be the death of me,”  that means you, right?",37
Yoink!,52
I didn't know women's rights would come down to a chess game.,2
Ruy Lopez saves the day!,-1
I wish I could win at life like this.,1
"It's called ""en passant"".",75
These are pawns not people,48
I'm just so darn happy!,-1
"You'll never get Queen Elizabeth, either.",6
Taxes!,5
Dude! I have a terminal illness and you still can't take me!,32
Let me explain why you don't want to do that.,-1
I called for Jack Reacher”,16
Very nice. But I’m afraid I have to say that is your last move.,19
Haha!! GOD SAVE THE QUEEN!,6
Haha! I killed your knight,33
Psst…You were never truly living in the first place.,4
"Now, how about that fiddlin' contest?",1
"Checkmate, now let me keep smoking cigarettes.",-1
You ask me for another kiss and I'll kill you.,43
Hah! I cheated Death without cheating!!!!,0
Steve thinks he's actually beaten Death.,0
"Check Mate, Now give me back my goldfish",-1
Ha! Checkmate! Now I get the robe and scythe.,30
Care to try again?,-1
Over your dead body you'll make that move,8
You should have listened to ‘The Devil went down to Georgia.’,44
The Origin of Immortality,60
You win the match. I've still got your ass.,1
Nevermind this game. Ever play checkers?,56
"Ha! You took your bony finger off it so, YOUR outlook is grim.",12
"BAD  NEWS.  :  You didn't brush your teeth , You have a calcium deficiency and your robe looks like it's off the rack
GOOD NEWS : CHECK MATE",64
Curses! Foiled again!,0
Is this a move? No? Yes?,-1
I've got a hard out at 2023.,-1
"Well Grim, there goes your reputation for having a deadly endgame!",10
Covid: “I’m baaack!”,17
"No escape from a checkmate, you say?",-1
"If you win, you get to live.",1
I'm taking away my King. And then what will you do?,7
That settles it! More cowbell!,47
"Checkmate, Mr. Reaper! But don’t go so soon.How about  two out of three?",86
mRNA checkmate !,15
Do we have time for a rematch?,59
And I thought I was the master of the endgame.,10
My Laundry! One month!,32
Good game! I'd love to keep playing on and on and on but I do have some previous obligations,4
Perhaps you have looked at my game face.,89
"Of course you lost, your extreme diet has killed all your brain cells.",1
Looks like that extra playing time during Covid didn't help you.,17
"""You know I was joking earlier right ?""",-1
"One more, double or nothing, including my wife.",46
"Ya win some, ya lose some.",1
This is looking grim.,29
Checkmate!  Do we have time for another game?  I mean...DO I have time for another game?,4
"Match that,Alito!",66
"Here, take my bishop while I go look for another pawn.",28
Before you check mate me do you realise who I am,3
"Too weak, too slow!",-1
Two can play at this game!,-1
"I never cheat,Death!",0
So what do YOU think check mate means?!,3
"Now, about world peace...",-1
No fair dying before your next  move.,8
“I take it you didn’t want to play again?”,4
Elon Musk conquers Death,-1
I learned what to correct from seeing the movie!,49
Your last game ever and you open with The Monkey's Bum?,4
Game over: Dead Position Draw!,67
Checkmate! Ingmar who?,-1
Prepare to die.,53
"Checkmate! Now, bring back your Joe Black-look for a year!",15
What does Death say to the chess master? NOT TODAY.,2
Are you gonna eat that?,47
The thrill of victory was greater than the fear of death!,90
"That's not even a real King, It's fake! The real King was stolen. I built a great big wall around the King, the biggest wall. Nobody builds walls better than I do.",7
I win! Now could you please keep your promise and bring my lost soul back?,-1
Hold on … the game is not over yet!,51
"Well, that's one down..",23
No! Now YOUR time is up!,18
Yes! Now you have to take me.,32
Check before you mate death.,3
Chex Mix.,-1
Now I know what it's like to be a pawn.,48
You can shove that finger where the sun don't shine...!,12
"Do you think you're the only one who watched ""The Queen's Gambit"" during quarantine?",24
I told you this wouldn't end in a dead draw!,67
Pack a bag! We’re going to Harry Potter World.,-1
Nice move. You're still going to die.,-1
"Taking that King could have GRIM REAPERcussions for you, mate.",7
"Checkmate!  And FYI - I have watched The Seventh Seal.""",22
Ha!  Check and mate!  Now give me my soul back!,41
"Not so fast, smiley. You can't move there because your queen was pinned.",-1
You can't win. It's private equity.,-1
You watch Russian TV don't you?,-1
What's the sixth circle like?,23
Check-mate you goof - oh that was so easy!,3
Hold it right there death cannot do en passant!,75
