,caption,topic,aggregated_theme
5611,there's a method in her madness. if i could only figure it out.,-1,Family roles
5610,she looks a bit ruff this morning.,-1,Family roles
5606,what sayeth thee: wilt her tongue be now tieth?,-1,Family roles
43923,"i thought you said cantaloupe.

peyton carmichael, greenville, al",-1,Family roles
43922,mom said you did not even pop her cherry,-1,Family roles
43919,"my mom is tight with robin hood ....
just sayin",-1,Family roles
43918,"if you use a watermelon instead, i won't tell mom you're skipping work.",-1,Family roles
43916,let’s not tell your mother about this.,-1,Family roles
43914,if you kill me there’s only mom left. and you know how much she wobbles.”  #sweettalkingacherryintoanappl,-1,Family roles
43913,let’s use this as a proxy for the dm i just slid into margot robbie’s inbox,-1,Family roles
43912,your mother asked me to put a bow in your hair,-1,Family roles
43911,i told mom smoking doesn't stunt your growth.,-1,Family roles
43910,"i've requested a different  challenge, your mother with a grape on her head.",-1,Family roles
5632,"she's a remarkable woman, but it's hard to get her to speak her mind.",-1,Family roles
5630,she should've used more starch.,-1,Family roles
5628,it keeps her from scratching her ears.,-1,Family roles
5627,her fashion sense stands head and shoulders above the rest.,-1,Family roles
5624,"""she always did like her comfort zone""!",-1,Family roles
5621,i hear she likes it ruff.,-1,Family roles
43908,if you get my cherry i am going to tell my mom.  -  submitted by buzz heidtke,-1,Family roles
43907,"robin hood doesn’t have a beard, and doesn’s shoot girls with cherries.",-1,Family roles
43906,that's what she said,-1,Family roles
43904,"it's fine, if i made the shot, i can always make a new baby with your mother",-1,Family roles
43902,"mom said to tell you, 'if this doesn't go well you can forget your plans for tonight.'  what did you have planned, daddy?",-1,Family roles
43901,mom says your not that good.,-1,Family roles
43900,mum said she would rather you took up fishing as your new hobby,-1,Family roles
43897,are you sure mother didn't say 'loot some cherry bread?',-1,Family roles
5619,one thing i'll say for queen catherine - she makes more sensible wardrobe choices than anne boleyn.,-1,Family roles
5618,she used to be so nice until she got that ruff edge to her,-1,Family roles
43863,they just made mom tie a knot in the stem with her tongue.,-1,Family roles
43862,"no amy, i'm not gonna do it! stop asking!",-1,Family roles
5652,wow. these upper class women aren't taking any chances since that whole marie antoinette thing.,-1,Family roles
5650,she's got a great head on her shoulders. did you know this is her third march to the scaffold?,-1,Family roles
5645,"long live the queen but, verily, a new tailor doth she need.",-1,Family roles
5643,she mistakenly switched the starch box with the yeast box.,-1,Family roles
5640,she's going through a particularly ruff patch.,-1,Family roles
5639,the fair lady yonder shall be trending in a fortnight.,-1,Family roles
43892,too bad mom ate the last watermelon yesterday!,-1,Family roles
43889,"ah, what a shame to pop her cherry at such a young age.",-1,Family roles
43886,"you can blame your mother, she says we need more bonding time",-1,Family roles
43885,"her gravestone read, ""at least she didn't have it the worst""",-1,Family roles
43882,mummy keeled over. but i think it cured her hiccups.,-1,Family roles
43879,i really wish mom would cancel that misfits market subscription.,-1,Family roles
5636,"word is, she likes it ruff.",-1,Family roles
5633,"indeed, it appears the royal tailor succeeded in designing a gown to silence that nasty woman.",-1,Family roles
43853,if this ends badly i wouldn't tell mom it was a cherry.,-1,Family roles
43849,the cherry on top is that your mom is giving me full custody of you!,-1,Family roles
43848,"okay, i will marry her.",-1,Family roles
5665,she's hot!,-1,Family roles
5663,"she's investigating the mind-body problem, but the problem is winning.",-1,Family roles
5660,it prevents her from looking at facebook all day.,-1,Family roles
5659,she used to be a loud mouth.,-1,Family roles
5657,"yes, it's a helluva regal statement but it's very good for her posture too.",-1,Family roles
5656,me thinks she doth look 'ruffer' than usual...,-1,Family roles
5654,"i laid my coat in the puddle for her but she didn't even say ""thank you""",-1,Family roles
43876,i guess i should have asked mom to bake me a cherry pie instead.,-1,Family roles
43874,i hope this doesn’t upset your mother - she’s very fond of cherries.,-1,Family roles
43873,"fruits in season are always better, we’ll go back to apples in the autumn",-1,Family roles
43868,"what did you just mean, papa, i remind you of my mother?",-1,Family roles
43867,"molly, that goofy pose is as old as the hills.  give me your cell phone and we'll do some cool tiktak-ing.""",-1,Family roles
43866,my mother warned me never to kiss a tell.,-1,Family roles
5679,she's trying out for a role in nonsense and insensibility.,-1,Family roles
5678,the collar was prescribed by her vet.,-1,Family roles
5677,"i moved on her like a bitch, but i couldn't get there.",-1,Family roles
5675,i believe it was her attorney's advice.,-1,Family roles
5670,she looks pretty ruff.,-1,Family roles
43841,"mom, get the picture already!  it’s nearly grösspapi tell’s bedtime.",-1,Family roles
43840,they wrote carmen an overture too but she didn't get cocky.,-1,Family roles
43839,why did my sister get the watermelon?,-1,Family roles
43838,"amy is your favorite, isn't she, daddy?",-1,Family roles
43837,mom got it on the first try.,-1,Family roles
43836,your mother always said that one day you'd get ahead...,-1,Family roles
43835,did anyone let mom know about this?,-1,Family roles
43833,"a cherry? honestly daddy...
i’m sure your little apple “stunt” from last week was enough to impress brenda.",-1,Family roles
43860,"inspired by her childhood, heidi grew up to invent better ways to slice fruit.",-1,Family roles
43859,"mom said to say ""pretty please with a cherry on top""",-1,Family roles
43855,"robin hood decides to teach marian the difference between literally and figuratively by asking her “help me practice for the archery competition, pretty please, with a cherry on top""",-1,Family roles
5690,she only has to wear it until she's healed.,-1,Family roles
5689,i'd say she looks ready to be packaged and shipped.,-1,Family roles
5686,she supports the packers of green.,-1,Family roles
43828,remember! i'm daddy's little girl.,-1,Family roles
43824,wait till you see the pea mom's putting on your head.,-1,Family roles
43822,this is not how mother makes cherry pie.,-1,Family roles
43821,"mom said an apple, not a cherry.",-1,Family roles
43820,mom talks about when you did this to her before i was born.,-1,Family roles
43819,does mom know what you are doing?,-1,Family roles
43818,i shouldn't have told you mom's fiancé's a bartender.,-1,Family roles
43817,this is the last time or else i'm telling mom.,-1,Family roles
43815,"next time, let mom do the shopping.",-1,Family roles
43814,"pop my cherry, she said!",-1,Family roles
5684,maybe now she'll stop chewing me out.,-1,Family roles
5683,i hear she's dating frans hals,-1,Family roles
5680,the collar of shame - it prevents her from biting her cuticles.,-1,Family roles
43788,mom says you should start with a watermelon.,-1,Family roles
43787,let mommy know she's wrong. you can hit the little target!,-1,Family roles
43784,so what happened to mom?,-1,Family roles
5716,the ‘no frills’ crowd calls her ‘mrs. antithesis.’,-1,Family roles
5713,i think her vow of silence is becoming a bit tiresome.,-1,Family roles
5708,somebody really ruffled her feathers!,-1,Family roles
5706,she kept biting her arms and they thought a cone of shame was too undignified.,-1,Family roles
5705,little miss muffet was doing a handstand on her tuffet,-1,Family roles
43811,mom's going to kill me if my shirt gets torn again.,-1,Family roles
43810,"i know you're good, but there must be easier ways to de-stone a cherry.",-1,Family roles
43809,our agent made the switch. she figures we now have a shot at america’s got talent.,-1,Family roles
43806,"margaret atwood, gloria steinem, rbg, maira kalman, tarana burke. i can keep going.",-1,Family roles
43803,"if your mother asks, it was a grapefruit.",-1,Family roles
43798,"mama won't be happy, she always says not to bolt your food!",-1,Family roles
5698,does she actually believe that is any kind of match against the guillotine?,-1,Family roles
5692,they say she's a muff in the rough!,-1,Family roles
5725,"if it helps curtail her digital nostril excavation, i'm for it!",-1,Family roles
5724,she has fleas.,-1,Family roles
5720,she hasn't been the same since she fell into the moat.,-1,Family roles
5719,she is overcome by her status.,-1,Family roles
43779,"and to think, mom was anxious that we would watch a movie while she was at book club.",-1,Family roles
43777,instead might i suggest my younger sister one tree over with a melon on her head.,-1,Family roles
43776,i'm telling mom!,-1,Family roles
43773,why can't i just grab a cutting board like mom does?,-1,Family roles
43772,"if you miss, i'm telling mom.",-1,Family roles
43771,"mom was asking about the child support, but something tells me now is not a good time.",-1,Family roles
43770,all i'm saying is: mom wouldn't miss.,-1,Family roles
43769,i bet mom’s divorce lawyer might like to hear about this.,-1,Family roles
43768,does mom know you're doing this?,-1,Family roles
43796,"i'm telling mom!""
""she gave me the crossbow, the cherry was my idea.",-1,Family roles
43791,mom says you're acting out.,-1,Family roles
43789,this is how i met your mother.,-1,Family roles
43737,mom could do it.,-1,Family roles
