Occupation,Job Zone,Code,Synonyms
student financial support coordinator,,,"['student financial support coordinator', 'student financial support coordinators']"
stunt performer,,,"['stunt performer', 'stunt performers']"
substance misuse worker,,,"['substance misuse worker', 'substance misuse workers']"
substation engineer,,,"['substation engineer', 'substation engineers']"
subtitler,,,"['subtitler', 'subtitlers']"
sugar confectionery,,,"['sugar confectionery', 'sugar confectioneries']"
sugar confectionery distribution manager,,,"['sugar confectionery distribution manager', 'sugar confectionery distribution managers']"
sugar refinery operator,,,"['sugar refinery operator', 'sugar refinery operators']"
"sugar, chocolate manager",,,"['sugar, chocolate manager', 'sugar, chocolate managers']"
supermarket manager,,,"['supermarket manager', 'supermarket managers']"
supply chain assistant,,,"['supply chain assistant', 'supply chain assistants']"
supply chain manager,,,"['supply chain manager', 'supply chain managers']"
supreme court judge,,,"['supreme court judge', 'supreme court judges']"
surface engineer,,,"['surface engineer', 'surface engineers']"
surface grinding machine operator,,,"['surface grinding machine operator', 'surface grinding machine operators']"
surface mine plant operator,,,"['surface mine plant operator', 'surface mine plant operators']"
surface miner,,,"['surface miner', 'surface miners']"
surface treatment operator,,,"['surface treatment operator', 'surface treatment operators']"
surface-mount technology machine operator,,,"['surface-mount technology machine operator', 'surface-mount technology machine operators']"
surgical instrument maker,,,"['surgical instrument maker', 'surgical instrument makers']"
survey enumerator,,,"['survey enumerator', 'survey enumerators']"
surveying technician,,,"['surveying technician', 'surveying technicians']"
survival instructor,,,"['survival instructor', 'survival instructors']"
sustainability manager,,,"['sustainability manager', 'sustainability managers']"
swaging machine operator,,,"['swaging machine operator', 'swaging machine operators']"
swimming facility attendant,,,"['swimming facility attendant', 'swimming facility attendants']"
swimming teacher,,,"['swimming teacher', 'swimming teachers']"
synthetic materials engineer,,,"['synthetic materials engineer', 'synthetic materials engineers']"
system configurator,,,"['system configurator', 'system configurators']"
table saw operator,,,"['table saw operator', 'table saw operators']"
talent acquisition manager,,,"['talent acquisition manager', 'talent acquisition managers']"
talent agent,,,"['talent agent', 'talent agents']"
tangible good,,,['tangible goods']
tanner,,,"['tanner', 'tanners']"
tanning consultant,,,"['tanning consultant', 'tanning consultants']"
tanning technician,,,"['tanning technician', 'tanning technicians']"
tax advisor,,,"['tax advisor', 'tax advisors']"
tax clerk,,,"['tax clerk', 'tax clerks']"
tax compliance officer,,,"['tax compliance officer', 'tax compliance officers']"
tax inspector,,,"['tax inspector', 'tax inspectors']"
tax policy analyst,,,"['tax policy analyst', 'tax policy analysts']"
taxi controller,,,"['taxi controller', 'taxi controllers']"
taxi driver,,,"['taxi driver', 'taxi drivers']"
taxidermist,,,"['taxidermist', 'taxidermists']"
teacher of talented student,,,['teacher of talented students']
technical communicator,,,"['technical communicator', 'technical communicators']"
technical director,,,"['technical director', 'technical directors']"
technical sales representative,,,"['technical sales representative', 'technical sales representatives']"
telecommunication equipment shop manager,,,"['telecommunication equipment shop manager', 'telecommunication equipment shop managers']"
telecommunications analyst,,,"['telecommunications analyst', 'telecommunications analysts']"
telecommunications engineer,,,"['telecommunications engineer', 'telecommunications engineers']"
telecommunications engineering technician,,,"['telecommunications engineering technician', 'telecommunications engineering technicians']"
telecommunications equipment,,,"['telecommunications equipment', 'telecommunications equipments']"
telecommunications equipment maintainer,,,"['telecommunications equipment maintainer', 'telecommunications equipment maintainers']"
telecommunications equipment specialised seller,,,"['telecommunications equipment specialised seller', 'telecommunications equipment specialised sellers']"
telecommunications manager,,,"['telecommunications manager', 'telecommunications managers']"
telecommunications technician,,,"['telecommunications technician', 'telecommunications technicians']"
telephone switchboard operator,,,"['telephone switchboard operator', 'telephone switchboard operators']"
temperature screener,,,"['temperature screener', 'temperature screeners']"
tennis coach,,,"['tennis coach', 'tennis coaches']"
tent installer,,,"['tent installer', 'tent installers']"
terrazzo setter,,,"['terrazzo setter', 'terrazzo setters']"
terrazzo setter supervisor,,,"['terrazzo setter supervisor', 'terrazzo setter supervisors']"
test engineer,,,"['test engineer', 'test engineers']"
textile chemical quality technician,,,"['textile chemical quality technician', 'textile chemical quality technicians']"
textile chemist,,,"['textile chemist', 'textile chemists']"
textile colourist,,,"['textile colourist', 'textile colourists']"
textile designer,,,"['textile designer', 'textile designers']"
textile dyeing technician,,,"['textile dyeing technician', 'textile dyeing technicians']"
textile dyer,,,"['textile dyer', 'textile dyers']"
textile finishing machine operator,,,"['textile finishing machine operator', 'textile finishing machine operators']"
textile industry machinery distribution manager,,,"['textile industry machinery distribution manager', 'textile industry machinery distribution managers']"
textile machine operator,,,"['textile machine operator', 'textile machine operators']"
textile machinery technician,,,"['textile machinery technician', 'textile machinery technicians']"
textile operations manager,,,"['textile operations manager', 'textile operations managers']"
textile pattern making machine operator,,,"['textile pattern making machine operator', 'textile pattern making machine operators']"
textile printer,,,"['textile printer', 'textile printers']"
textile process controller,,,"['textile process controller', 'textile process controllers']"
textile product developer,,,"['textile product developer', 'textile product developers']"
textile quality inspector,,,"['textile quality inspector', 'textile quality inspectors']"
textile quality manager,,,"['textile quality manager', 'textile quality managers']"
textile quality technician,,,"['textile quality technician', 'textile quality technicians']"
textile shop manager,,,"['textile shop manager', 'textile shop managers']"
textile sourcing merchandiser,,,"['textile sourcing merchandiser', 'textile sourcing merchandisers']"
textile specialised seller,,,"['textile specialised seller', 'textile specialised sellers']"
textile technologist,,,"['textile technologist', 'textile technologists']"
"textile, leather researcher",,,"['textile, leather researcher', 'textile, leather researchers']"
"textiles, textile semi-finished manager",,,"['textiles, textile semi-finished manager', 'textiles, textile semi-finished managers']"
thanatology researcher,,,"['thanatology researcher', 'thanatology researchers']"
theatre technician,,,"['theatre technician', 'theatre technicians']"
theme park technician,,,"['theme park technician', 'theme park technicians']"
thermal engineer,,,"['thermal engineer', 'thermal engineers']"
thread rolling machine operator,,,"['thread rolling machine operator', 'thread rolling machine operators']"
ticket issuing clerk,,,"['ticket issuing clerk', 'ticket issuing clerks']"
ticket sales agent,,,"['ticket sales agent', 'ticket sales agents']"
tile caster,,,"['tile caster', 'tile casters']"
tile fitter,,,"['tile fitter', 'tile fitters']"
