caption,topic
the queen didn't like her laughing at the peasants.,1
"she used to just look down on us, now i'm afraid it has become a whole-body gesture.",-1
look like she got some shelf work.,-1
"i was going to say something extremely ruff to her, to her family, and i said to myself, 'i can't do it.'",40
she's a simple cold shy of an early grave.,-1
rumor is she's trying to cure the common cold with fashion. or she has a double chin.,212
"i'm not interested. she a ""10"" above but a ""4"" below.",-1
she's pregnant.,111
"frankly, i never liked the way her neck looked anyway, so i think it's an improvement.",33
her kingdom is shrinking---and so is she.,-1
she dropped me after i gave her the necklace.,-1
"o, she doth teach the torches to burn bright!",201
"look will, there's elizabeth.",163
"she calls it, ""tiss-you""",-1
she's being cheesy so she can meet a cracker at the costume party. i hope she doesn't end up with a pumpkin head.,-1
why do women go through such lengths to avoid catcalls these days?,22
i must agree agree with you that her down is tightly clustered.,-1
me thinks the lady is off to enter project runway.,-1
she wears that to cover up her scarlet alphabet.,-1
she's making us look silly.,-1
she's running for town crier......guaranteed wide circulation and round-the-clock delivery.,-1
she's not afraid to speak her mind.,-1
is she a strumpet or a truffle hyperbole?,133
is that just a big collar or is she eating a cake?,59
"oh, that's a post-surgery collar like they use with dogs except it's ruffled to suit the ladies.",59
"something about matching the new ""dubs"" on her ""hoopdy"" ...",-1
"i hear, she keeps hitting the trees in sherwood forest.",-1
i knew her before she had a trumparian complex.,-1
i'm not sure.. but she's been rambling incoherently about the importance of building walls. maybe this is what she was talking about!,272
that's not the nasty woman. that's the queen-in-waiting.,236
her? i think that's muffy.,-1
she told me the musket-scented rolls are a natural aphrodisiac.,-1
how is she able to stay puft?,-1
she commissioned a better wheel and wants to be sure her legacy reflects it.,345
sad...she's still waiting for her 2nd set of teeth to come in.,274
her inner child still believes it is better to seen than heard,99
her pussy was touched!,-1
me thinks she doth puff-neck too much!,155
she's not as ruff as she seems.,98
the queen is trying bit by bit to get rid of her!,1
do the peasants really think they can protect her neck?,33
that angel food cake always puts her to sleep.,18
"well, i guess she knew she wouldn't win by the size of her hands.",-1
such a tribute to lady chatman. i too hope one day her head gets unstuck from that millstone.,-1
she's the queen of resting bitch face.,1
it's either she loves pancakes or she loves pancakes!,-1
she is practicing her inaugural speech.,5
i heard it gave her skid marks.,-1
didst thee seeth elizabeth's collar?,59
apparently she has a problem with licker...,104
"you say the her collar is made with foreskin? wow, i can understand why the cuffed her.",59
i'd say she's really got it ruff!,98
she said the turtles will hatch in only 2 more days.,-1
it's your turn to lick her wounds.,104
she still looks mannish.,-1
i understand she is applying to be the queen's next taffeta cake model.,18
there goes her guacamole hat.,204
and she thinks she's had a ruff life!,323
"mary thinks it will help, but she is just kidding herself.",116
watch out for that one. she's into ruff trade.,98
that's why women can't be actors.,-1
that way she can't see the fools who think showing your underpants is fashionable>,8
she appears to be feeling a little uppity today.,-1
me thinkest it purifies the putrid humors that surround me lady.,3
who told hillary that a modern woman should take on airs?,5
there was a bumper crop of hay this summer and the farmers didn't want the overflow going to waste.,2
i hear that canadian prime minister really gets to the ladies.,-1
she's too deep into the choker trend.,-1
does she really thick we won't recognize her?,-1
"her life has been very""ruff""....",323
it's her ruffier than thou attitude that creates a tempest,-1
i've heard she's down to earth but if you ask me her head is in the clouds.,-1
"methinks the lady doth protest too much."" protesteth too much.",351
she issues about her chin.,212
i understand she has lice.,-1
"i say, perhaps we've been gas-lighting her a bit too much lately.",-1
poor girl has a whiplash injury.,149
"pardon, but my lady shan't be grabbed by the pussy.",-1
"she had a bad stagecoach accident last week, fancy neck brace...",33
she looks great with that high collar.,59
"it's a comfort umbrella--her hands free, and the rain keeps her head cool.",67
she said she was feeling a little rough.,359
"she won't say much, but honestly it's pretty ruff.",98
this is my latest creation to conceal her extraordinarily long neck.,33
think she's trying to make some kind of statement with that merkin ruff?,-1
"at the risk of being branded a heretic, i think that she would be better off causing a little one to stumble.",-1
"she needs less calgon""....""yeah ancient chinese secret huh",26
poor jane is so-o-o sensitive about her wattles.,-1
i hear she's hiding a rather vulgar birthmark under there.,86
"she did not want to be to ""prude"", so to speak.",208
margaret thatcher will never wear it that way.,8
she's a diamond in the rough.,315
"that woman. she does so liver her sponge cake, doesn't she?",18
she's hedging her bets for the election,5
methinks she dost crow's nest too much.,228
"although the majesty struts her authentic and very elegant look, the fellow noblemen of the town still look at the beauty in such a ugly manner.",1
she is fasting for her sins,-1
her majesty will be truly pest,1
do you suppose she might grow tired of that?,-1
now everyone knows she feels bad about her neck.,33
tear-away tissue. i hear she has terrible allergies.,-1
"wow! the things kids wear these days is just outrageous!"" ""i know! did you see catherine's scarf?"" ""honestly, i thought it was a tire.",8
she's wearing a ruff collar. that's because she's running for political office.,59
i can't understand women! every other word is 'doth' or 'thou' or 'progrefs'!,155
she should of known the dangers of a cheesehead in bears territory.,179
she's got the right stuff.,-1
t'is a pity ... elizabeth's ruff t'was flagged as unnecessary.,-1
i heard she was born without a butthole and has to poop out of her mouth,-1
you can tell she's a princess because she's not covered in filth.,13
"the hillary doth protest too much, methinks",351
"...aye my friend, a little odd for sure. methinks her latest phobia is catching fire. you know, the old 'stop, drop, and roll.' always takes it to the next level, she does.",-1
you just know she likes it ruff,-1
"when you said the bard likes a bit of rough..."" or ""without it her breath could fell an ox at fifty paces!"" or ""there must be a better way to tame a shrew",-1
under the circumstances she should give up that ruffled collar for a pussy bow.,59
she ordered it from draymall for resting on long journeys.,-1
but how does she brush her shoulda off?,-1
i hear she's planning to do a back flip to break free!,-1
nasty lady!,236
"for years, she obsessed about having such an audrey-hepburn-length neck. finally, her therapist suggested she try period attire. she's really into it now!",33
"it's functional by keeping her from messing up her hair. it is not a ""collar of shame"".",59
she's in training for the royal wine tasting.,66
i bet she won't use that same perfume tomorrow!,128
i know my sister dresses showing a lot of skin. but your catcalls were really out of line.,-1
as the wife of the miller she has had a very ruff life and she wants everyone to know it.,323
she has a terrible cold.,-1
apparently this is something the young ladies are doing these days. i believe they are calling this dieting? starving like the peasants by choice!,-1
she's a powder puff girl,-1
she hasn't spoken to be since this morning. i can't imagine why.,208
she has this thing about donuts,344
the prynne trial was ruff on her.,98
i know dogs wear lampshades but i didn't know women wore doughnuts.,-1
looks like she chose to go home.,-1
elizabeth stated she bought it at ye ol wholesale club!,49
"she's our princess with a pea, ensconced to her highrise penthouse.",343
"do you think she is a ""true blond""?",-1
loot at her she is in deep trouble !!,-1
