Occupation,Contests_Normal,Contests_Uncanny,Contests_Question,Contests_Total,Num_Normal,Num_Uncanny,Num_Question,Num_Total,Normal_Text,Uncanny_Text,Question_Text,Location
mechanic motor bus railroad truck,[],[],[],[],0,0,0,0,,,,
mechanic motor diesel,[],[],[],[],0,0,0,0,,,,
mechanic motor outboard,[],[],[],[],0,0,0,0,,,,
mechanic motor scooter,[],[],[],[],0,0,0,0,,,,
mechanic motor,[],[],[],[],0,0,0,0,,,,
mechanic motorboat,[],[],[],[],0,0,0,0,,,,
mechanic motorcycle,[],[],[],[],0,0,0,0,,,,
mechanic muffler,[],[],[],[],0,0,0,0,,,,
mechanic music box,[],[],[],[],0,0,0,0,,,,
mechanic musical instrument,[],[],[],[],0,0,0,0,,,,
mechanic nautical instrument,[],[],[],[],0,0,0,0,,,,
mechanic neon sign,[],[],[],[],0,0,0,0,,,,
mechanic new car make ready,[],[],[],[],0,0,0,0,,,,
mechanic office machine,[],[],[],[],0,0,0,0,,,,
mechanic oil burner,[],[],[],[],0,0,0,0,,,,
mechanic oil field equipment,[],[],[],[],0,0,0,0,,,,
mechanic optical,[],[],[],[],0,0,0,0,,,,
mechanic ordnance,[],[],[],[],0,0,0,0,,,,
mechanic ordnance truck installation,[],[],[],[],0,0,0,0,,,,
mechanic orthopedic,[],[],[],[],0,0,0,0,,,,
mechanic outboard motor,[],[],[],[],0,0,0,0,,,,
mechanic parking meter,[],[],[],[],0,0,0,0,,,,
mechanic pattern,[],[],[],[],0,0,0,0,,,,
mechanic pbx,[],[],[],[],0,0,0,0,,,,
mechanic pea viner,[],[],[],[],0,0,0,0,,,,
mechanic permastone,[],[],[],[],0,0,0,0,,,,
mechanic phonograph,[],[],[],[],0,0,0,0,,,,
mechanic photocopying equipment,[],[],[],[],0,0,0,0,,,,
mechanic photographic equipment,[],[],[],[],0,0,0,0,,,,
mechanic piano,[],[],[],[],0,0,0,0,,,,
mechanic piccolo,[],[],[],[],0,0,0,0,,,,
mechanic pin ball machine,[],[],[],[],0,0,0,0,,,,
mechanic pinsetter automatic,[],[],[],[],0,0,0,0,,,,
mechanic pipe organ,[],[],[],[],0,0,0,0,,,,
mechanic plastics bench,[],[],[],[],0,0,0,0,,,,
mechanic plow,[],[],[],[],0,0,0,0,,,,
mechanic plumbing,[],[],[],[],0,0,0,0,,,,
mechanic pneumatic tester,[],[],[],[],0,0,0,0,,,,
mechanic pool table,[],[],[],[],0,0,0,0,,,,
mechanic power saw,[],[],[],[],0,0,0,0,,,,
mechanic power shovel,[],[],[],[],0,0,0,0,,,,
mechanic powerhouse,[],[],[],[],0,0,0,0,,,,
mechanic pre flight,[],[],[],[],0,0,0,0,,,,
mechanic printing machine,[],[],[],[],0,0,0,0,,,,
mechanic production,[],[],[],[],0,0,0,0,,,,
mechanic propeller,[],[],[],[],0,0,0,0,,,,
mechanic public address system,[],[],[],[],0,0,0,0,,,,
mechanic pump,[],[],[],[],0,0,0,0,,,,
mechanic pyrometer,[],[],[],[],0,0,0,0,,,,
mechanic radar,[],[],[],[],0,0,0,0,,,,
mechanic radiator,[],[],[],[],0,0,0,0,,,,
mechanic radio,[],[],[],[],0,0,0,0,,,,
mechanic railroad exc track,[],[],[],[],0,0,0,0,,,,
mechanic railroad track,[],[],[],[],0,0,0,0,,,,
mechanic range,[],[],[],[],0,0,0,0,,,,
mechanic recreational vehicle,[],[],[],[],0,0,0,0,,,,
mechanic refrigeration exc household,[],[],[],[],0,0,0,0,,,,
mechanic refrigeration household,[],[],[],[],0,0,0,0,,,,
mechanic refrigerator household,[],[],[],[],0,0,0,0,,,,
mechanic regulator,[],[],[],[],0,0,0,0,,,,
mechanic relay,[],[],[],[],0,0,0,0,,,,
mechanic research,[],[],[],[],0,0,0,0,,,,
mechanic rice dryer,[],[],[],[],0,0,0,0,,,,
mechanic rig,[],[],[],[],0,0,0,0,,,,
mechanic rigging loft,[],[],[],[],0,0,0,0,,,,
mechanic robotic,[],[],[],[],0,0,0,0,,,,
mechanic rocket engine,[],[],[],[],0,0,0,0,,,,
mechanic rocket engine component,[],[],[],[],0,0,0,0,,,,
mechanic roll,[],[],[],[],0,0,0,0,,,,
mechanic roll forming machine set up,[],[],[],[],0,0,0,0,,,,
mechanic roller,[],[],[],[],0,0,0,0,,,,
mechanic rubberizing,[],[],[],[],0,0,0,0,,,,
mechanic saddle,[],[],[],[],0,0,0,0,,,,
mechanic safe,[],[],[],[],0,0,0,0,,,,
mechanic vault,[],[],[],[],0,0,0,0,,,,
mechanic salvage,[],[],[],[],0,0,0,0,,,,
mechanic scagliola,[],[],[],[],0,0,0,0,,,,
mechanic scale,[],[],[],[],0,0,0,0,,,,
mechanic school bu,[],[],[],[],0,0,0,0,,,,
mechanic scooter,[],[],[],[],0,0,0,0,,,,
mechanic service auto body,[],[],[],[],0,0,0,0,,,,
mechanic service auto exc body,[],[],[],[],0,0,0,0,,,,
mechanic service compressed gas equipment,[],[],[],[],0,0,0,0,,,,
mechanic service station equipment,[],[],[],[],0,0,0,0,,,,
mechanic sewing machine,[],[],[],[],0,0,0,0,,,,
mechanic shaft,[],[],[],[],0,0,0,0,,,,
mechanic sheet metal,[],[],[],[],0,0,0,0,,,,
mechanic shovel,[],[],[],[],0,0,0,0,,,,
mechanic sider,[],[],[],[],0,0,0,0,,,,
mechanic siding,[],[],[],[],0,0,0,0,,,,
mechanic ski lift,[],[],[],[],0,0,0,0,,,,
mechanic slot machine,[],[],[],[],0,0,0,0,,,,
mechanic small engine,[],[],[],[],0,0,0,0,,,,
mechanic snowmobile,[],[],[],[],0,0,0,0,,,,
mechanic soft water,[],[],[],[],0,0,0,0,,,,
mechanic sound equipment,[],[],[],[],0,0,0,0,,,,
mechanic soundscriber,[],[],[],[],0,0,0,0,,,,
mechanic speedometer,[],[],[],[],0,0,0,0,,,,
mechanic sprinkler irrigation equipment,[],[],[],[],0,0,0,0,,,,
mechanic starter,[],[],[],[],0,0,0,0,,,,
mechanic station,[],[],[],[],0,0,0,0,,,,
mechanic statistical machine,[],[],[],[],0,0,0,0,,,,
mechanic stoker,[],[],[],[],0,0,0,0,,,,
mechanic stove,[],[],[],[],0,0,0,0,,,,
mechanic street car,[],[],[],[],0,0,0,0,,,,
mechanic street light,[],[],[],[],0,0,0,0,,,,
mechanic structure aircraft,[],[],[],[],0,0,0,0,,,,
mechanic substation,[],[],[],[],0,0,0,0,,,,
mechanic supercharger,[],[],[],[],0,0,0,0,,,,
mechanic surgical instrument,[],[],[],[],0,0,0,0,,,,
mechanic switchboard,[],[],[],[],0,0,0,0,,,,
mechanic tabulating machine,[],[],[],[],0,0,0,0,,,,
mechanic tank car,[],[],[],[],0,0,0,0,,,,
mechanic tank truck engine,[],[],[],[],0,0,0,0,,,,
mechanic tank truck exc engine,[],[],[],[],0,0,0,0,,,,
mechanic tape recorder,[],[],[],[],0,0,0,0,,,,
mechanic telegraph,[],[],[],[],0,0,0,0,,,,
mechanic telegraph printer,[],[],[],[],0,0,0,0,,,,
mechanic telegraph repeater,[],[],[],[],0,0,0,0,,,,
mechanic telegraphic typewriter,[],[],[],[],0,0,0,0,,,,
mechanic telephone,[],[],[],[],0,0,0,0,,,,
mechanic television,[],[],[],[],0,0,0,0,,,,
mechanic terrazzo,[],[],[],[],0,0,0,0,,,,
mechanic test engine,[],[],[],[],0,0,0,0,,,,
mechanic thermostat,[],[],[],[],0,0,0,0,,,,
mechanic tile,[],[],[],[],0,0,0,0,,,,
mechanic time clock,[],[],[],[],0,0,0,0,,,,
mechanic tipple,[],[],[],[],0,0,0,0,,,,
mechanic tire,[],[],[],[],0,0,0,0,,,,
mechanic toll,[],[],[],[],0,0,0,0,,,,
mechanic toll line,[],[],[],[],0,0,0,0,,,,
mechanic tool,[],[],[],[],0,0,0,0,,,,
mechanic tooling,[],[],[],[],0,0,0,0,,,,
mechanic tow motor,[],[],[],[],0,0,0,0,,,,
mechanic toy,[],[],[],[],0,0,0,0,,,,
mechanic track,[],[],[],[],0,0,0,0,,,,
mechanic tractor engine diesel,[],[],[],[],0,0,0,0,,,,
mechanic tractor engine exc diesel,[],[],[],[],0,0,0,0,,,,
mechanic tractor exc garden,[],[],[],[],0,0,0,0,,,,
mechanic tractor farm,[],[],[],[],0,0,0,0,,,,
mechanic tractor garden,[],[],[],[],0,0,0,0,,,,
mechanic tractor trailer,[],[],[],[],0,0,0,0,,,,
mechanic traffic signal,[],[],[],[],0,0,0,0,,,,
mechanic trailer,[],[],[],[],0,0,0,0,,,,
mechanic transcribing machine,[],[],[],[],0,0,0,0,,,,
mechanic transformer,[],[],[],[],0,0,0,0,,,,
mechanic transmission auto,[],[],[],[],0,0,0,0,,,,
mechanic transmission bus railroad truck,[],[],[],[],0,0,0,0,,,,
mechanic treatment plant,[],[],[],[],0,0,0,0,,,,
mechanic trestle,[],[],[],[],0,0,0,0,,,,
mechanic trim,[],[],[],[],0,0,0,0,,,,
mechanic triple valve,[],[],[],[],0,0,0,0,,,,
mechanic trolley car,[],[],[],[],0,0,0,0,,,,
mechanic trouble shooting,[],[],[],[],0,0,0,0,,,,
mechanic truck,[],[],[],[],0,0,0,0,,,,
mechanic truck trailer,[],[],[],[],0,0,0,0,,,,
mechanic tune up auto,[],[],[],[],0,0,0,0,,,,
mechanic tune up bus railroad truck,[],[],[],[],0,0,0,0,,,,
mechanic turbine,[],[],[],[],0,0,0,0,,,,
mechanic tv,[],[],[],[],0,0,0,0,,,,
mechanic typewriter,[],[],[],[],0,0,0,0,,,,
mechanic underground mine machinery,[],[],[],[],0,0,0,0,,,,
mechanic upholstery,[],[],[],[],0,0,0,0,,,,
mechanic used car make ready,[],[],[],[],0,0,0,0,,,,
mechanic vacuum cleaner,[],[],[],[],0,0,0,0,,,,
mechanic valve,[],[],[],[],0,0,0,0,,,,
mechanic vault service,[],[],[],[],0,0,0,0,,,,
mechanic vehicle,[],[],[],[],0,0,0,0,,,,
mechanic vending machine,[],[],[],[],0,0,0,0,,,,
mechanic venetian blind,[],[],[],[],0,0,0,0,,,,
mechanic video game,[],[],[],[],0,0,0,0,,,,
mechanic video machine,[],[],[],[],0,0,0,0,,,,
mechanic video player,[],[],[],[],0,0,0,0,,,,
mechanic video recorder,[],[],[],[],0,0,0,0,,,,
mechanic violin,[],[],[],[],0,0,0,0,,,,
mechanic voting machine,[],[],[],[],0,0,0,0,,,,
mechanic washing machine exc home appliance,[],[],[],[],0,0,0,0,,,,
mechanic washing machine home appliance,[],[],[],[],0,0,0,0,,,,
mechanic watch,[],[],[],[],0,0,0,0,,,,
mechanic water,[],[],[],[],0,0,0,0,,,,
mechanic water meter,[],[],[],[],0,0,0,0,,,,
mechanic water regulator,[],[],[],[],0,0,0,0,,,,
mechanic water valve,[],[],[],[],0,0,0,0,,,,
mechanic weapon,[],[],[],[],0,0,0,0,,,,
mechanic weather strip,[],[],[],[],0,0,0,0,,,,
mechanic wheel alignment,[],[],[],[],0,0,0,0,,,,
mechanic wind energy,[],[],[],[],0,0,0,0,,,,
mechanic wind tunnel,[],[],[],[],0,0,0,0,,,,
mechanic wind turbine,[],[],[],[],0,0,0,0,,,,
mechanic windmill,[],[],[],[],0,0,0,0,,,,
mechanic wiring,[],[],[],[],0,0,0,0,,,,
mechanic wooden barrel,[],[],[],[],0,0,0,0,,,,
mechanic x ray equipment,[],[],[],[],0,0,0,0,,,,
mechanic xerox machine,[],[],[],[],0,0,0,0,,,,
mechanical adjuster,[],[],[],[],0,0,0,0,,,,
mechanical detailer,[],[],[],[],0,0,0,0,,,,
mechanical engineering director,[],[],[],[],0,0,0,0,,,,
mechanical expert,[],[],[],[],0,0,0,0,,,,
mechanical handyman,[],[],[],[],0,0,0,0,,,,
mechanical maintenance instructor,[],[],[],[],0,0,0,0,,,,
mechanical oxidizer,[],[],[],[],0,0,0,0,,,,
mechanical shovel operator,[],[],[],[],0,0,0,0,,,,
mechanical spreader operator,[],[],[],[],0,0,0,0,,,,
mechanical striper,[],[],[],[],0,0,0,0,,,,
mechanician,[],[],[],[],0,0,0,0,,,,
mechanist printing,[],[],[],[],0,0,0,0,,,,
mechanist wood,[],[],[],[],0,0,0,0,,,,
mechanist,[],[],[],[],0,0,0,0,,,,
mechanotherapist,[],[],[],[],0,0,0,0,,,,
medart operator,[],[],[],[],0,0,0,0,,,,
media buyer,[],[],[],[],0,0,0,0,,,,
media clerk,[],[],[],[],0,0,0,0,,,,
media director,[],[],[],[],0,0,0,0,,,,
media librarian,[],[],[],[],0,0,0,0,,,,
mediation commissioner,[],[],[],[],0,0,0,0,,,,
medic,[],[],[],[],0,0,0,0,,,,
medical accountant,[],[],[],[],0,0,0,0,,,,
medical aide,[],[],[],[],0,0,0,0,,,,
medical appliance maker,[],[],[],[],0,0,0,0,,,,
medical artist,[],[],[],[],0,0,0,0,,,,
medical attendant,[],[],[],[],0,0,0,0,,,,
medical bill coder,[],[],[],[],0,0,0,0,,,,
medical care administrator,[],[],[],[],0,0,0,0,,,,
medical care evaluation specialist,[],[],[],[],0,0,0,0,,,,
medical case worker,[],[],[],[],0,0,0,0,,,,
medical chemist,[],[],[],[],0,0,0,0,,,,
medical clerk,[],[],[],[],0,0,0,0,,,,
medical coder,[],[],[],[],0,0,0,0,,,,
medical consultant,[],[],[],[],0,0,0,0,,,,
medical detail representative,[],[],[],[],0,0,0,0,,,,
medical detailist,[],[],[],[],0,0,0,0,,,,
medical director,[],[],[],[],0,0,0,0,,,,
medical doctor,[],[],[],[],0,0,0,0,,,,
medical editor,[],[],[],[],0,0,0,0,,,,
medical epidemiologist,[],[],[],[],0,0,0,0,,,,
medical esthetician,[],[],[],[],0,0,0,0,,,,
medical examiner less than professional degree,[],[],[],[],0,0,0,0,,,,
medical examiner professional degree or higher,[],[],[],[],0,0,0,0,,,,
medical field representative,[],[],[],[],0,0,0,0,,,,
medical illustrator,[],[],[],[],0,0,0,0,,,,
medical instrument cable fabricator,[],[],[],[],0,0,0,0,,,,
medical insurance clerk,[],[],[],[],0,0,0,0,,,,
medical laboratory technologist,[],[],[],[],0,0,0,0,,,,
medical librarian,[],[],[],[],0,0,0,0,,,,
medical microbiologist,[],[],[],[],0,0,0,0,,,,
medical officer,[],[],[],[],0,0,0,0,,,,
medical orderly,[],[],[],[],0,0,0,0,,,,
medical pathologist,[],[],[],[],0,0,0,0,,,,
medical photographer,[],[],[],[],0,0,0,0,,,,
medical physicist,[],[],[],[],0,0,0,0,,,,
medical record administrator,[],[],[],[],0,0,0,0,,,,
medical record clerk,[],[],[],[],0,0,0,0,,,,
medical record consultant,[],[],[],[],0,0,0,0,,,,
medical record librarian,[],[],[],[],0,0,0,0,,,,
medical record specialist,[],[],[],[],0,0,0,0,,,,
medical record transcriber,[],[],[],[],0,0,0,0,,,,
medical records administrator,[],[],[],[],0,0,0,0,,,,
medical records coder,[],[],[],[],0,0,0,0,,,,
medical records library professor,[],[],[],[],0,0,0,0,,,,
medical record,[],[],[],[],0,0,0,0,,,,
medical research bachelors degree or higher,[],[],[],[],0,0,0,0,,,,
medical research less than bachelors degree,[],[],[],[],0,0,0,0,,,,
medical resident,[],[],[],[],0,0,0,0,,,,
medical safety director,[],[],[],[],0,0,0,0,,,,
medical scheduler,[],[],[],[],0,0,0,0,,,,
medical secretary any activity,[],[],[],[],0,0,0,0,,,,
medical service representative,[],[],[],[],0,0,0,0,,,,
medical social consultant,[],[],[],[],0,0,0,0,,,,
medical social worker,[],[],[],[],0,0,0,0,,,,
medical specialist,[],[],[],[],0,0,0,0,,,,
medical stenographer,[],[],[],[],0,0,0,0,,,,
medical supply technician,[],[],[],[],0,0,0,0,,,,
medical support assistant lead,[],[],[],[],0,0,0,0,,,,
medical technical writer,[],[],[],[],0,0,0,0,,,,
medical technologist,[],[],[],[],0,0,0,0,,,,
medical terminologist,[],[],[],[],0,0,0,0,,,,
medical transcriber,[],[],[],[],0,0,0,0,,,,
medical typist,[],[],[],[],0,0,0,0,,,,
medical voucher clerk,[],[],[],[],0,0,0,0,,,,
medicare correspondence representative,[],[],[],[],0,0,0,0,,,,
medicare interviewer,[],[],[],[],0,0,0,0,,,,
medication aide,[],[],[],[],0,0,0,0,,,,
medicine man,[],[],[],[],0,0,0,0,,,,
melangeur operator,[],[],[],[],0,0,0,0,,,,
mellowing machine operator,[],[],[],[],0,0,0,0,,,,
melt down furnace operator,[],[],[],[],0,0,0,0,,,,
melter,[],[],[],[],0,0,0,0,,,,
melter clerk,[],[],[],[],0,0,0,0,,,,
melter operator,[],[],[],[],0,0,0,0,,,,
melting furnace skimmer,[],[],[],[],0,0,0,0,,,,
melting operator,[],[],[],[],0,0,0,0,,,,
member,[17],[],[],[17],1,0,0,1,,,,
member of congres,[],[],[],[],0,0,0,0,,,,
membership director,[],[],[],[],0,0,0,0,,,,
membership secretary,[],[],[],[],0,0,0,0,,,,
membership solicitor,[],[],[],[],0,0,0,0,,,,
memorial adviser,[],[],[],[],0,0,0,0,,,,
memorial advisor,[],[],[],[],0,0,0,0,,,,
memorial counselor,[],[],[],[],0,0,0,0,,,,
memorial designer,[],[],[],[],0,0,0,0,,,,
memorial marker designer,[],[],[],[],0,0,0,0,,,,
memorial mason,[],[],[],[],0,0,0,0,,,,
mem,[],[],[],[],0,0,0,0,,,,
mender hat,[],[],[],[],0,0,0,0,,,,
mender knit good,[],[],[],[],0,0,0,0,,,,
mender,[],[],[],[],0,0,0,0,,,,
mending carrier,[],[],[],[],0,0,0,0,,,,
mental health aide,[],[],[],[],0,0,0,0,,,,
mental health consultant,[],[],[],[],0,0,0,0,,,,
mental health orderly,[],[],[],[],0,0,0,0,,,,
mental health program manager,[],[],[],[],0,0,0,0,,,,
mental health technician,[],[],[],[],0,0,0,0,,,,
mental health therapist,[],[],[],[],0,0,0,0,,,,
mental hygiene consultant,[],[],[],[],0,0,0,0,,,,
mental hygienist,[],[],[],[],0,0,0,0,,,,
mental retardation aide,[],[],[],[],0,0,0,0,,,,
mental telepathist,[],[],[],[],0,0,0,0,,,,
mental tester,[],[],[],[],0,0,0,0,,,,
mercantile reporter,[],[],[],[],0,0,0,0,,,,
mercerizer,[],[],[],[],0,0,0,0,,,,
mercerizer machine operator,[],[],[],[],0,0,0,0,,,,
merchandise appraiser,[],[],[],[],0,0,0,0,,,,
merchandise buyer,[],[],[],[],0,0,0,0,,,,
merchandise carrier,[],[],[],[],0,0,0,0,,,,
merchandise collector,[],[],[],[],0,0,0,0,,,,
merchandise complaint adjuster,[],[],[],[],0,0,0,0,,,,
merchandise director,[],[],[],[],0,0,0,0,,,,
merchandise examiner,[],[],[],[],0,0,0,0,,,,
merchandise executive,[],[],[],[],0,0,0,0,,,,
merchandise marker,[],[],[],[],0,0,0,0,,,,
merchandise shopper,[],[],[],[],0,0,0,0,,,,
merchandiser driving or delivering,[],[],[],[],0,0,0,0,,,,
merchandiser stocking or display exc driving or delivering,[],[],[],[],0,0,0,0,,,,
merchant marine,[],[],[],[],0,0,0,0,,,,
merchant miller,[],[],[],[],0,0,0,0,,,,
merchant patroller,[],[],[],[],0,0,0,0,,,,
merchant police,[],[],[],[],0,0,0,0,,,,
merchant seaman,[],[],[],[],0,0,0,0,,,,
merchant tailor,[],[],[],[],0,0,0,0,,,,
mercury cell cleaner,[],[],[],[],0,0,0,0,,,,
mercury cracking tester,[],[],[],[],0,0,0,0,,,,
mercury purifier,[],[],[],[],0,0,0,0,,,,
mercury washer,[],[],[],[],0,0,0,0,,,,
meringuer,[],[],[],[],0,0,0,0,,,,
merrow machine operator,[],[],[],[],0,0,0,0,,,,
merrow operator,[],[],[],[],0,0,0,0,,,,
merrower,[],[],[],[],0,0,0,0,,,,
merry go round attendant,[],[],[],[],0,0,0,0,,,,
merry go round operator,[],[],[],[],0,0,0,0,,,,
merry go round worker,[],[],[],[],0,0,0,0,,,,
mesh cutter,[],[],[],[],0,0,0,0,,,,
mesh man,[],[],[],[],0,0,0,0,,,,
mesmerist,[],[],[],[],0,0,0,0,,,,
mess attendant,[],[],[],[],0,0,0,0,,,,
mess attendant crew,[],[],[],[],0,0,0,0,,,,
mess cook,[],[],[],[],0,0,0,0,,,,
message clerk,[],[],[],[],0,0,0,0,,,,
messenger copy,[],[],[],[],0,0,0,0,,,,
metal alloy scientist,[],[],[],[],0,0,0,0,,,,
metal baler,[],[],[],[],0,0,0,0,,,,
metal bending machine operator,[],[],[],[],0,0,0,0,,,,
metal bonder,[],[],[],[],0,0,0,0,,,,
metal bonding press operator,[],[],[],[],0,0,0,0,,,,
metal buffer,[],[],[],[],0,0,0,0,,,,
metal buggy operator,[],[],[],[],0,0,0,0,,,,
metal bumper,[],[],[],[],0,0,0,0,,,,
metal burnisher,[],[],[],[],0,0,0,0,,,,
metal burrer,[],[],[],[],0,0,0,0,,,,
metal cabinet finisher,[],[],[],[],0,0,0,0,,,,
metal caster,[],[],[],[],0,0,0,0,,,,
metal ceiling builder,[],[],[],[],0,0,0,0,,,,
metal ceiling hanger,[],[],[],[],0,0,0,0,,,,
metal checker,[],[],[],[],0,0,0,0,,,,
metal cleaner,[],[],[],[],0,0,0,0,,,,
metal coater operator,[],[],[],[],0,0,0,0,,,,
metal container maker,[],[],[],[],0,0,0,0,,,,
metal control coordinator,[],[],[],[],0,0,0,0,,,,
metal crafts artist,[],[],[],[],0,0,0,0,,,,
metal cutter,[],[],[],[],0,0,0,0,,,,
metal dealer,[],[],[],[],0,0,0,0,,,,
metal die finisher,[],[],[],[],0,0,0,0,,,,
metal drawer,[],[],[],[],0,0,0,0,,,,
metal dresser,[],[],[],[],0,0,0,0,,,,
metal drill press operator,[],[],[],[],0,0,0,0,,,,
metal fabricator structural metalwork,[],[],[],[],0,0,0,0,,,,
metal fabricator,[],[],[],[],0,0,0,0,,,,
metal filer,[],[],[],[],0,0,0,0,,,,
metal finisher,[],[],[],[],0,0,0,0,,,,
metal fitter,[],[],[],[],0,0,0,0,,,,
metal flow coordinator,[],[],[],[],0,0,0,0,,,,
metal furrer,[],[],[],[],0,0,0,0,,,,
metal gauge maker,[],[],[],[],0,0,0,0,,,,
metal grader,[],[],[],[],0,0,0,0,,,,
metal grinder,[],[],[],[],0,0,0,0,,,,
metal handler,[],[],[],[],0,0,0,0,,,,
metal hanger,[],[],[],[],0,0,0,0,,,,
metal hardener,[],[],[],[],0,0,0,0,,,,
metal heater,[],[],[],[],0,0,0,0,,,,
metal lather,[],[],[],[],0,0,0,0,,,,
metal loader,[],[],[],[],0,0,0,0,,,,
metal melter,[],[],[],[],0,0,0,0,,,,
metal miner blasting,[],[],[],[],0,0,0,0,,,,
metal miner,[],[],[],[],0,0,0,0,,,,
metal mixer,[],[],[],[],0,0,0,0,,,,
metal mockup maker,[],[],[],[],0,0,0,0,,,,
metal mold dresser,[],[],[],[],0,0,0,0,,,,
metal molder,[],[],[],[],0,0,0,0,,,,
metal neutralizer,[],[],[],[],0,0,0,0,,,,
metal off bearer,[],[],[],[],0,0,0,0,,,,
metal patternmaker,[],[],[],[],0,0,0,0,,,,
metal plater,[],[],[],[],0,0,0,0,,,,
metal pourer,[],[],[],[],0,0,0,0,,,,
metal punch press operator,[],[],[],[],0,0,0,0,,,,
metal reed tuner,[],[],[],[],0,0,0,0,,,,
metal refiner,[],[],[],[],0,0,0,0,,,,
metal roaster,[],[],[],[],0,0,0,0,,,,
metal roofer,[],[],[],[],0,0,0,0,,,,
metal sander,[],[],[],[],0,0,0,0,,,,
metal shaping machine operator,[],[],[],[],0,0,0,0,,,,
metal slitter,[],[],[],[],0,0,0,0,,,,
metal smelter,[],[],[],[],0,0,0,0,,,,
metal solderer,[],[],[],[],0,0,0,0,,,,
metal sorter,[],[],[],[],0,0,0,0,,,,
metal spinner,[],[],[],[],0,0,0,0,,,,
metal sponge making machine operator,[],[],[],[],0,0,0,0,,,,
metal sprayer,[],[],[],[],0,0,0,0,,,,
metal spraying machine operator,[],[],[],[],0,0,0,0,,,,
metal stamper,[],[],[],[],0,0,0,0,,,,
metal stamping machine operator,[],[],[],[],0,0,0,0,,,,
metal stud worker drywall,[],[],[],[],0,0,0,0,,,,
metal tank erector,[],[],[],[],0,0,0,0,,,,
metal temperer,[],[],[],[],0,0,0,0,,,,
metal tester,[],[],[],[],0,0,0,0,,,,
metal tile lather,[],[],[],[],0,0,0,0,,,,
metal treater,[],[],[],[],0,0,0,0,,,,
metal trim erector,[],[],[],[],0,0,0,0,,,,
metal trimmer,[],[],[],[],0,0,0,0,,,,
metal tube cutter,[],[],[],[],0,0,0,0,,,,
metal weather stripper,[],[],[],[],0,0,0,0,,,,
metal weigher,[],[],[],[],0,0,0,0,,,,
metal welder,[],[],[],[],0,0,0,0,,,,
metal window frame maker,[],[],[],[],0,0,0,0,,,,
metalizer,[],[],[],[],0,0,0,0,,,,
metalizing machine operator,[],[],[],[],0,0,0,0,,,,
metallic yarn slitting machine operator,[],[],[],[],0,0,0,0,,,,
metallographer,[],[],[],[],0,0,0,0,,,,
metallurgical engineering technician,[],[],[],[],0,0,0,0,,,,
metallurgical specialist,[],[],[],[],0,0,0,0,,,,
metallurgical tester,[],[],[],[],0,0,0,0,,,,
metalsmith,[],[],[],[],0,0,0,0,,,,
metaphysician,[],[],[],[],0,0,0,0,,,,
metaphysicist,[],[],[],[],0,0,0,0,,,,
meteorological aide,[],[],[],[],0,0,0,0,,,,
meter calibrator,[],[],[],[],0,0,0,0,,,,
meter installer electric,[],[],[],[],0,0,0,0,,,,
meter installer gas or water,[],[],[],[],0,0,0,0,,,,
meter installer,[],[],[],[],0,0,0,0,,,,
meter maid,[],[],[],[],0,0,0,0,,,,
meter maker,[],[],[],[],0,0,0,0,,,,
meter reader chief,[],[],[],[],0,0,0,0,,,,
meter record clerk,[],[],[],[],0,0,0,0,,,,
meter setter electric,[],[],[],[],0,0,0,0,,,,
meter setter,[],[],[],[],0,0,0,0,,,,
meter tester electric,[],[],[],[],0,0,0,0,,,,
meter tester,[],[],[],[],0,0,0,0,,,,
meterman,[],[],[],[],0,0,0,0,,,,
method consultant,[],[],[],[],0,0,0,0,,,,
methods analyst clerical,[],[],[],[],0,0,0,0,,,,
methods analyst computer,[],[],[],[],0,0,0,0,,,,
methods analyst exc computer,[],[],[],[],0,0,0,0,,,,
methods analyst exc clerical,[],[],[],[],0,0,0,0,,,,
methods examiner,[],[],[],[],0,0,0,0,,,,
methods specialist,[],[],[],[],0,0,0,0,,,,
methods study analyst,[],[],[],[],0,0,0,0,,,,
mica builder,[],[],[],[],0,0,0,0,,,,
mica laminating machine feeder,[],[],[],[],0,0,0,0,,,,
mica layer,[],[],[],[],0,0,0,0,,,,
mica machine operator,[],[],[],[],0,0,0,0,,,,
mica miner blasting,[],[],[],[],0,0,0,0,,,,
mica miner,[],[],[],[],0,0,0,0,,,,
mica paster,[],[],[],[],0,0,0,0,,,,
mica plate layer,[],[],[],[],0,0,0,0,,,,
mica sizer,[],[],[],[],0,0,0,0,,,,
mica splitter,[],[],[],[],0,0,0,0,,,,
mica spreader,[],[],[],[],0,0,0,0,,,,
mice raiser,[],[],[],[],0,0,0,0,,,,
micro computer programmer,[],[],[],[],0,0,0,0,,,,
micro electro mechanical device,[],[],[],[],0,0,0,0,,,,
micro paleontologist,[],[],[],[],0,0,0,0,,,,
micro photographer,[],[],[],[],0,0,0,0,,,,
microbiologist public health,[],[],[],[],0,0,0,0,,,,
microbiology technologist,[],[],[],[],0,0,0,0,,,,
microchip specialist,[],[],[],[],0,0,0,0,,,,
microfiche duplicator,[],[],[],[],0,0,0,0,,,,
microfilm camera operator,[],[],[],[],0,0,0,0,,,,
microfilm clerk,[],[],[],[],0,0,0,0,,,,
microfilm machine operator,[],[],[],[],0,0,0,0,,,,
microfilm mounter,[],[],[],[],0,0,0,0,,,,
